Agency Type,Destination,Net Sales,Commision (in value),Age,Claim
Airlines,HONG KONG,26,9.1,43,No
Airlines,CHINA,26,9.1,41,No
Airlines,THAILAND,30,10.5,60,No
Airlines,AUSTRALIA,58,20.3,24,No
Airlines,CHINA,36,12.6,47,No
Airlines,UNITED STATES,121,42.35,35,No
Airlines,HONG KONG,69,24.15,44,No
Airlines,HONG KONG,69,24.15,41,No
Airlines,PHILIPPINES,29.19,10.22,48,No
Airlines,SINGAPORE,23.8,5.95,34,No
Airlines,SINGAPORE,35.25,8.81,27,No
Airlines,SINGAPORE,202,50.5,34,No
Airlines,SINGAPORE,23.4,5.85,30,No
Airlines,SINGAPORE,71,17.75,26,No
Airlines,SINGAPORE,17.55,4.39,29,No
Airlines,SINGAPORE,74.25,18.56,27,Yes
Airlines,SINGAPORE,24.05,6.01,38,No
Airlines,SINGAPORE,24.05,6.01,47,No
Airlines,SINGAPORE,62.25,15.56,27,No
Airlines,SINGAPORE,108,27,29,No
Airlines,SINGAPORE,127,31.75,30,No
Airlines,SINGAPORE,389.35,97.34,50,No
Travel Agency,GREECE,19.8,11.88,29,No
Travel Agency,MALAYSIA,29.7,17.82,54,No
Travel Agency,UNITED STATES,9.9,5.94,43,No
Travel Agency,THAILAND,39.6,23.76,38,No
Travel Agency,UNITED STATES,19.8,11.88,52,No
Travel Agency,FRANCE,217.8,130.68,45,No
Travel Agency,UNITED STATES,128.7,77.22,43,No
Travel Agency,UNITED KINGDOM,99,59.4,46,No
Travel Agency,UNITED STATES,49.5,29.7,53,No
Travel Agency,THAILAND,29.7,17.82,60,No
Travel Agency,MALAYSIA,29.7,17.82,35,No
Travel Agency,NORWAY,49.5,29.7,31,No
Travel Agency,AUSTRALIA,29.7,17.82,57,No
Travel Agency,UNITED STATES,19.8,11.88,55,No
Travel Agency,UNITED STATES,89.1,53.46,45,No
Travel Agency,THAILAND,19.8,11.88,36,No
Travel Agency,INDONESIA,20,0,54,No
Travel Agency,NETHERLANDS,112,0,36,No
Travel Agency,CHINA,50,0,36,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,THAILAND,32,0,36,No
Travel Agency,CHINA,36,0,36,No
Travel Agency,UNITED KINGDOM,112,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,HONG KONG,20,0,32,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,HONG KONG,22,0,50,No
Travel Agency,GERMANY,145,0,36,Yes
Travel Agency,CHINA,74,0,36,No
Travel Agency,MYANMAR,20,0,36,No
Travel Agency,JAPAN,62,0,36,No
Travel Agency,VIET NAM,25,0,36,No
Travel Agency,CANADA,112,0,58,No
Travel Agency,"KOREA, REPUBLIC OF",86,0,36,No
Travel Agency,NEW ZEALAND,75,0,36,No
Travel Agency,CHINA,60,0,36,No
Travel Agency,MYANMAR,20,0,39,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",39,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,CAMBODIA,75,0,36,No
Travel Agency,THAILAND,25,0,65,No
Travel Agency,VIET NAM,28,0,36,No
Travel Agency,NEW ZEALAND,94,0,36,No
Travel Agency,INDIA,37,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",34,0,36,No
Travel Agency,THAILAND,34,0,36,No
Travel Agency,CAMBODIA,27,0,22,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,CHINA,0,0,36,No
Travel Agency,UNITED STATES,24,0,37,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,43,No
Travel Agency,"KOREA, REPUBLIC OF",67,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,HONG KONG,62,0,36,No
Travel Agency,FRANCE,69,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,SINGAPORE,24,0,36,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,MALAYSIA,11,0,26,No
Travel Agency,CANADA,71,0,31,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,MALAYSIA,10,0,28,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,UNITED STATES,11,0,38,No
Travel Agency,"KOREA, REPUBLIC OF",15,0,36,No
Travel Agency,MALAYSIA,10,0,52,No
Travel Agency,UNITED STATES,80,0,32,No
Travel Agency,CHINA,10,0,36,No
Travel Agency,INDIA,27,0,36,No
Travel Agency,INDIA,80,0,67,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",24,0,37,No
Travel Agency,MALAYSIA,25,0,33,No
Travel Agency,NEW ZEALAND,54,0,36,No
Travel Agency,THAILAND,13,0,30,No
Travel Agency,MALAYSIA,10,0,33,No
Travel Agency,SINGAPORE,16,0,36,No
Travel Agency,SINGAPORE,10,0,26,No
Travel Agency,SINGAPORE,16,0,43,No
Travel Agency,MALAYSIA,21,0,25,No
Travel Agency,MALAYSIA,10,0,51,No
Travel Agency,INDONESIA,10,0,28,No
Travel Agency,PHILIPPINES,19,0,36,No
Travel Agency,AUSTRALIA,19,0,61,No
Travel Agency,PHILIPPINES,16,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",45,0,36,No
Travel Agency,SINGAPORE,13,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,INDONESIA,13,0,45,No
Travel Agency,BELGIUM,17,0,36,No
Travel Agency,NETHERLANDS,52,0,36,No
Travel Agency,INDONESIA,10,0,61,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,SINGAPORE,32,0,36,No
Travel Agency,HONG KONG,17,0,36,No
Travel Agency,IRELAND,15,0,36,No
Travel Agency,INDONESIA,12,0,36,No
Travel Agency,UNITED KINGDOM,80,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",11,0,36,No
Travel Agency,SWITZERLAND,80,0,36,No
Travel Agency,PHILIPPINES,19,0,36,No
Travel Agency,HONG KONG,19,0,59,No
Travel Agency,GERMANY,13,0,36,No
Travel Agency,PHILIPPINES,10,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",59,0,23,No
Travel Agency,IRELAND,35,0,36,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,UNITED STATES,68,0,26,No
Travel Agency,JAPAN,39,0,27,No
Travel Agency,SINGAPORE,12,0,28,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,VIET NAM,13,0,36,No
Travel Agency,GERMANY,61,0,36,No
Travel Agency,INDONESIA,19,0,53,No
Travel Agency,AUSTRALIA,41,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",30,0,36,No
Travel Agency,SINGAPORE,29,0,36,No
Travel Agency,SINGAPORE,65,0,36,No
Travel Agency,AUSTRALIA,24,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,SINGAPORE,31,0,36,No
Airlines,INDIA,60,24,118,No
Airlines,INDIA,39,15.6,118,No
Airlines,INDIA,42,16.8,118,No
Airlines,INDIA,31,12.4,118,No
Airlines,INDIA,195,78,118,No
Travel Agency,INDONESIA,48,18.24,48,No
Airlines,BRUNEI DARUSSALAM,23,9.2,54,No
Airlines,BRUNEI DARUSSALAM,15,6,47,No
Airlines,SINGAPORE,6.56,1.84,48,No
Airlines,SINGAPORE,14.35,4.02,48,No
Airlines,THAILAND,30,10.5,51,No
Airlines,"KOREA, REPUBLIC OF",26,9.1,23,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,41,No
Airlines,MACAO,22,7.7,70,No
Airlines,THAILAND,18,6.3,56,No
Airlines,MALAYSIA,18,6.3,53,No
Airlines,MALAYSIA,18,6.3,53,No
Airlines,MACAO,35,12.25,53,No
Airlines,MALAYSIA,0,6.3,29,No
Airlines,INDONESIA,22,7.7,45,No
Airlines,THAILAND,18,6.3,47,No
Airlines,THAILAND,30,10.5,40,No
Airlines,HONG KONG,35,12.25,28,No
Airlines,INDONESIA,30,10.5,45,No
Airlines,THAILAND,18,6.3,38,No
Airlines,THAILAND,18,6.3,65,No
Airlines,MALAYSIA,22,7.7,67,No
Airlines,THAILAND,18,6.3,25,No
Airlines,JAPAN,35,12.25,61,No
Airlines,"KOREA, REPUBLIC OF",58,20.3,43,No
Airlines,UNITED ARAB EMIRATES,109,38.15,29,No
Airlines,JAPAN,69,24.15,37,No
Travel Agency,THAILAND,29,9.57,26,No
Airlines,MALAYSIA,33,11.55,118,No
Travel Agency,CHINA,0,16.5,32,No
Travel Agency,THAILAND,29,9.57,64,No
Travel Agency,MALAYSIA,29,9.57,61,No
Airlines,PHILIPPINES,24.9,8.71,48,No
Airlines,PHILIPPINES,0,8.56,48,No
Airlines,SINGAPORE,74.9,18.73,32,No
Airlines,SINGAPORE,27,6.75,39,No
Airlines,SINGAPORE,53.25,13.31,29,No
Airlines,SINGAPORE,20.25,5.06,31,No
Airlines,SINGAPORE,69,17.25,30,No
Airlines,SINGAPORE,35.25,8.81,28,No
Airlines,SINGAPORE,62.25,15.56,25,No
Airlines,SINGAPORE,62.25,15.56,24,No
Airlines,SINGAPORE,83,20.75,28,No
Airlines,SINGAPORE,89.25,22.31,28,No
Airlines,SINGAPORE,252.85,63.21,30,Yes
Airlines,SINGAPORE,202.3,50.58,36,No
Travel Agency,THAILAND,39.6,23.76,45,No
Travel Agency,MALAYSIA,39.6,23.76,35,No
Travel Agency,AUSTRALIA,19.8,11.88,28,No
Travel Agency,UNITED STATES,49.5,29.7,49,No
Travel Agency,AUSTRALIA,49.5,29.7,35,No
Travel Agency,UNITED STATES,39.6,23.76,38,No
Travel Agency,THAILAND,39.6,23.76,32,No
Travel Agency,AUSTRALIA,69.3,41.58,36,No
Travel Agency,UNITED STATES,29.7,17.82,60,No
Travel Agency,MALAYSIA,29.7,17.82,59,No
Travel Agency,MALAYSIA,29.7,17.82,34,No
Travel Agency,UNITED KINGDOM,19.8,11.88,46,No
Travel Agency,AUSTRALIA,29.7,17.82,56,No
Travel Agency,UNITED STATES,19.8,11.88,30,No
Travel Agency,MALAYSIA,49.5,29.7,31,No
Travel Agency,NEW ZEALAND,39.6,23.76,42,No
Travel Agency,NEW ZEALAND,19.8,11.88,42,No
Travel Agency,NEW ZEALAND,49.5,29.7,42,No
Travel Agency,SINGAPORE,19.8,11.88,46,No
Travel Agency,UNITED KINGDOM,99,59.4,56,No
Travel Agency,MALAYSIA,29.7,17.82,30,No
Travel Agency,MALAYSIA,29.7,17.82,51,No
Travel Agency,THAILAND,39.6,23.76,33,No
Travel Agency,MALAYSIA,29.7,17.82,31,No
Travel Agency,AUSTRALIA,178.2,106.92,44,No
Travel Agency,AUSTRALIA,99,59.4,42,No
Travel Agency,UNITED STATES,19.8,11.88,31,No
Travel Agency,AUSTRALIA,99,59.4,42,No
Travel Agency,AUSTRALIA,99,59.4,44,No
Travel Agency,SWITZERLAND,0,47.52,31,No
Travel Agency,CHINA,46,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",27,0,36,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,UNITED KINGDOM,112,0,36,No
Travel Agency,INDONESIA,20,0,46,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SOUTH AFRICA,20,0,36,No
Travel Agency,CHINA,45,0,36,No
Travel Agency,JAPAN,55,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,JAPAN,0,0,36,No
Travel Agency,INDONESIA,20,0,40,No
Travel Agency,JAPAN,42,0,36,No
Travel Agency,SINGAPORE,20,0,51,No
Travel Agency,INDONESIA,20,0,27,No
Travel Agency,UNITED KINGDOM,89,0,36,No
Travel Agency,VIET NAM,29,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,THAILAND,46,0,36,No
Travel Agency,AUSTRALIA,62,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,VIET NAM,28,0,36,No
Travel Agency,CAMBODIA,45,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23,0,36,No
Travel Agency,SINGAPORE,44,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,UNITED STATES,112,0,36,No
Travel Agency,SINGAPORE,95,0,36,No
Travel Agency,INDONESIA,31,0,56,No
Travel Agency,INDONESIA,47,0,56,No
Travel Agency,INDIA,26,0,36,No
Travel Agency,UNITED KINGDOM,62,0,36,No
Travel Agency,MALAYSIA,10,0,46,No
Travel Agency,PHILIPPINES,72,0,36,No
Travel Agency,SINGAPORE,13,0,53,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,SINGAPORE,13,0,31,No
Travel Agency,THAILAND,14,0,36,No
Travel Agency,SINGAPORE,10,0,45,No
Travel Agency,NEPAL,18,0,36,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,THAILAND,38,0,30,No
Travel Agency,INDONESIA,34,0,31,No
Travel Agency,THAILAND,27,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",19,0,36,No
Travel Agency,INDIA,24,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",37,0,36,No
Travel Agency,CZECH REPUBLIC,80,0,36,No
Travel Agency,GERMANY,14,0,36,No
Travel Agency,RUSSIAN FEDERATION,80,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",38,0,36,No
Travel Agency,SINGAPORE,11,0,36,No
Travel Agency,GERMANY,51,0,36,No
Travel Agency,INDONESIA,10,0,23,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,UNITED STATES,35,0,24,No
Travel Agency,UNITED KINGDOM,12,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",10,0,24,No
Travel Agency,JAPAN,82,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,AUSTRALIA,38,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",17,0,30,No
Travel Agency,FRANCE,64,0,36,No
Travel Agency,VIET NAM,15,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,UNITED STATES,80,0,30,No
Travel Agency,INDIA,27,0,36,No
Travel Agency,NEW ZEALAND,10,0,36,No
Travel Agency,CHILE,80,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,SRI LANKA,17,0,36,No
Travel Agency,MALAYSIA,26,0,36,No
Travel Agency,MALAYSIA,28,0,22,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,CANADA,59,0,36,No
Travel Agency,THAILAND,23,0,38,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,THAILAND,10,0,35,No
Travel Agency,JAPAN,34,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,INDIA,31,0,36,No
Travel Agency,CHINA,43,0,36,No
Travel Agency,UNITED STATES,74,0,34,No
Travel Agency,CHINA,26,0,36,No
Travel Agency,AUSTRALIA,24,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,INDIA,20,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,SINGAPORE,39,0,36,No
Airlines,INDIA,62,24.8,118,No
Airlines,INDIA,31,12.4,118,No
Travel Agency,INDONESIA,29,11.02,48,No
Airlines,BRUNEI DARUSSALAM,15,6,24,No
Airlines,BRUNEI DARUSSALAM,15,6,32,No
Airlines,BRUNEI DARUSSALAM,15,6,36,No
Airlines,BRUNEI DARUSSALAM,23,9.2,52,No
Airlines,"TAIWAN, PROVINCE OF CHINA",22,7.7,40,No
Airlines,THAILAND,22,7.7,43,No
Airlines,INDIA,22,7.7,46,No
Airlines,PHILIPPINES,37,12.95,34,No
Airlines,THAILAND,22,7.7,37,No
Airlines,CHINA,22,7.7,47,No
Airlines,MALAYSIA,30,10.5,45,No
Airlines,CHINA,35,12.25,79,No
Airlines,CHINA,44,15.4,62,No
Airlines,CHINA,22,7.7,32,No
Airlines,MALAYSIA,18,6.3,40,No
Airlines,CHINA,26,9.1,51,No
Airlines,THAILAND,18,6.3,27,No
Airlines,UNITED STATES,96,33.6,39,No
Airlines,JAPAN,45,15.75,41,No
Airlines,THAILAND,26,9.1,55,No
Airlines,AUSTRALIA,45,15.75,40,No
Travel Agency,PHILIPPINES,20,0,118,No
Travel Agency,THAILAND,29,9.57,51,No
Airlines,SINGAPORE,16.91,4.74,118,No
Airlines,SINGAPORE,21.14,5.93,118,No
Airlines,SINGAPORE,20.25,5.06,56,No
Travel Agency,NEW ZEALAND,9.9,5.94,58,No
Travel Agency,NEW ZEALAND,29.7,17.82,58,No
Travel Agency,MALAYSIA,29.7,17.82,31,No
Travel Agency,MALAYSIA,39.6,23.76,53,No
Travel Agency,AUSTRALIA,108.9,65.34,67,No
Travel Agency,AUSTRALIA,99,59.4,53,No
Travel Agency,ITALY,49.5,29.7,40,No
Travel Agency,ITALY,29.7,17.82,31,No
Travel Agency,NORWAY,59.4,35.64,29,No
Travel Agency,MALAYSIA,9.9,5.94,31,No
Travel Agency,MALAYSIA,9.9,5.94,63,No
Travel Agency,AUSTRALIA,59.4,35.64,40,No
Travel Agency,"KOREA, REPUBLIC OF",19.8,11.88,25,No
Travel Agency,MALAYSIA,29.7,17.82,42,No
Travel Agency,CANADA,0,0,28,No
Travel Agency,THAILAND,21,0,36,No
Travel Agency,JAPAN,82,0,36,No
Travel Agency,FRANCE,112,0,36,No
Travel Agency,CHINA,35,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,THAILAND,20,0,28,No
Travel Agency,SINGAPORE,57,0,36,No
Travel Agency,ISRAEL,110,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,JAPAN,32,0,36,No
Travel Agency,INDONESIA,63,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,PHILIPPINES,20,0,36,Yes
Travel Agency,JAPAN,38,0,36,No
Travel Agency,INDONESIA,20,0,50,No
Travel Agency,CAMBODIA,20,0,36,No
Travel Agency,INDONESIA,20,0,50,No
Travel Agency,VIET NAM,38,0,36,No
Travel Agency,INDONESIA,112,0,36,No
Travel Agency,MALAYSIA,20,0,48,No
Travel Agency,SINGAPORE,45,0,36,No
Travel Agency,HONG KONG,28,0,59,No
Travel Agency,PHILIPPINES,16,0,36,No
Travel Agency,MYANMAR,25,0,36,No
Travel Agency,AUSTRALIA,60,0,36,No
Travel Agency,MALAYSIA,12,0,26,No
Travel Agency,FRANCE,51,0,36,No
Travel Agency,INDONESIA,10,0,40,No
Travel Agency,JAPAN,47,0,36,No
Travel Agency,INDONESIA,14,0,36,No
Travel Agency,MALAYSIA,16,0,36,No
Travel Agency,NEW ZEALAND,0,0,36,No
Travel Agency,INDIA,12,0,36,No
Travel Agency,UNITED KINGDOM,10,0,36,No
Travel Agency,CHINA,51,0,36,No
Travel Agency,CHINA,10,0,28,No
Travel Agency,PHILIPPINES,16,0,36,No
Travel Agency,THAILAND,27,0,36,No
Travel Agency,FINLAND,57,0,36,No
Travel Agency,VIET NAM,17,0,36,No
Travel Agency,SINGAPORE,10,0,40,No
Travel Agency,UNITED STATES,10,0,21,No
Travel Agency,SINGAPORE,12,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",37,0,36,No
Travel Agency,JAPAN,21,0,44,No
Travel Agency,UNITED STATES,80,0,54,No
Travel Agency,UNITED STATES,80,0,54,No
Travel Agency,SINGAPORE,37,0,36,No
Travel Agency,CHINA,13,0,36,No
Travel Agency,CANADA,0,0,38,No
Travel Agency,JAPAN,21,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,PHILIPPINES,17,0,49,No
Travel Agency,INDONESIA,10,0,28,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,BANGLADESH,59,0,36,No
Travel Agency,PHILIPPINES,18,0,36,No
Travel Agency,SINGAPORE,42,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MALAYSIA,10,0,40,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,INDIA,13,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,UNITED KINGDOM,20,0,36,No
Travel Agency,THAILAND,20,0,33,No
Travel Agency,VIET NAM,20,0,33,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,UNITED STATES,34,0,44,No
Travel Agency,UNITED STATES,23,0,49,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23,0,36,No
Airlines,INDIA,60,24,118,No
Travel Agency,INDONESIA,22,8.36,48,No
Travel Agency,GERMANY,109,41.42,48,No
Travel Agency,DENMARK,75,28.5,48,No
Airlines,BRUNEI DARUSSALAM,31,12.4,31,No
Airlines,BRUNEI DARUSSALAM,15,6,57,No
Airlines,SINGAPORE,4.12,1.16,48,No
Airlines,SINGAPORE,7.92,2.22,48,No
Airlines,SINGAPORE,6.69,1.88,48,No
Airlines,SINGAPORE,1.98,0.56,48,No
Airlines,SINGAPORE,2.76,0.77,48,No
Airlines,SINGAPORE,4.42,1.24,48,No
Airlines,SINGAPORE,2.45,0.69,48,No
Airlines,CHINA,35,12.25,37,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,29,No
Airlines,THAILAND,18,6.3,20,No
Airlines,HONG KONG,26,9.1,39,No
Airlines,MYANMAR,18,6.3,31,No
Airlines,CHINA,35,12.25,27,No
Airlines,MALAYSIA,18,6.3,42,No
Airlines,THAILAND,18,6.3,27,No
Airlines,MALAYSIA,18,6.3,42,No
Airlines,MALAYSIA,18,6.3,66,No
Airlines,JAPAN,35,12.25,34,No
Airlines,PHILIPPINES,18,6.3,35,No
Airlines,MALAYSIA,18,6.3,40,No
Airlines,THAILAND,33,11.55,58,No
Airlines,AUSTRALIA,83,29.05,52,No
Airlines,UNITED STATES,55,19.25,25,No
Travel Agency,THAILAND,29,9.57,70,No
Airlines,PHILIPPINES,39.85,13.95,48,No
Airlines,SINGAPORE,25.9,6.47,28,No
Airlines,SINGAPORE,76.3,19.07,70,No
Travel Agency,AUSTRALIA,49.5,29.7,45,No
Travel Agency,THAILAND,0,41.58,31,No
Travel Agency,MALAYSIA,19.8,11.88,47,No
Travel Agency,AUSTRALIA,69.3,41.58,30,No
Travel Agency,MALAYSIA,49.5,29.7,27,No
Travel Agency,AUSTRALIA,59.4,35.64,42,No
Travel Agency,CANADA,69.3,41.58,52,No
Travel Agency,AUSTRALIA,168.3,100.98,35,No
Travel Agency,THAILAND,29.7,17.82,36,No
Travel Agency,THAILAND,0,35.64,31,No
Travel Agency,JAPAN,0,17.82,41,No
Travel Agency,ITALY,39.6,23.76,57,No
Travel Agency,AUSTRALIA,0,17.82,31,No
Travel Agency,AUSTRALIA,19.8,11.88,38,No
Travel Agency,THAILAND,39.6,23.76,39,No
Travel Agency,MALAYSIA,29.7,17.82,37,No
Travel Agency,NEW ZEALAND,69.3,41.58,32,No
Travel Agency,SINGAPORE,0,23.76,53,No
Travel Agency,MALAYSIA,29.7,17.82,31,No
Travel Agency,ITALY,49.5,29.7,40,No
Travel Agency,ICELAND,99,59.4,28,No
Travel Agency,PORTUGAL,59.4,35.64,61,No
Travel Agency,INDIA,28,0,36,No
Travel Agency,JAPAN,43,0,36,No
Travel Agency,ISRAEL,0,0,36,No
Travel Agency,NEW ZEALAND,98,0,36,No
Travel Agency,HONG KONG,20,0,28,No
Travel Agency,INDIA,54,0,36,No
Travel Agency,ISRAEL,112,0,36,No
Travel Agency,INDIA,54,0,36,No
Travel Agency,SINGAPORE,48,0,35,No
Travel Agency,"KOREA, REPUBLIC OF",47,0,36,No
Travel Agency,HONG KONG,21,0,36,No
Travel Agency,THAILAND,20,0,40,No
Travel Agency,JAPAN,38,0,36,No
Travel Agency,MYANMAR,20,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,CHINA,25,0,48,No
Travel Agency,AUSTRALIA,72,0,36,No
Travel Agency,THAILAND,31,0,36,No
Travel Agency,PHILIPPINES,27,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,MYANMAR,20,0,36,No
Travel Agency,AUSTRALIA,52,0,36,No
Travel Agency,AUSTRALIA,73,0,36,No
Travel Agency,HONG KONG,29,0,36,No
Travel Agency,AUSTRALIA,51,0,36,No
Travel Agency,INDONESIA,23,0,36,No
Travel Agency,INDIA,39,0,36,No
Travel Agency,THAILAND,20,0,28,No
Travel Agency,UNITED KINGDOM,79,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,21,0,36,Yes
Travel Agency,GERMANY,99,0,36,No
Travel Agency,MALAYSIA,22,0,36,No
Travel Agency,THAILAND,26,0,36,No
Travel Agency,SINGAPORE,20,0,28,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,ROMANIA,94,0,36,No
Travel Agency,THAILAND,23,0,38,No
Travel Agency,THAILAND,28,0,44,No
Travel Agency,INDONESIA,20,0,44,No
Travel Agency,INDIA,37,0,36,No
Travel Agency,UNITED STATES,192,0,58,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,INDONESIA,33,0,36,No
Travel Agency,HONG KONG,40,0,36,No
Travel Agency,UNITED STATES,112,0,44,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,36,0,36,No
Travel Agency,PHILIPPINES,23,0,29,No
Travel Agency,SINGAPORE,10,0,32,No
Travel Agency,UNITED STATES,64,0,26,No
Travel Agency,JAPAN,26,0,40,No
Travel Agency,THAILAND,10,0,36,No
Travel Agency,CHINA,15,0,36,No
Travel Agency,THAILAND,11,0,31,No
Travel Agency,VIET NAM,80,0,36,No
Travel Agency,VIET NAM,80,0,36,No
Travel Agency,INDONESIA,17,0,38,No
Travel Agency,JAPAN,24,0,36,No
Travel Agency,INDONESIA,10,0,40,No
Travel Agency,MALAYSIA,21,0,36,No
Travel Agency,KENYA,24,0,36,No
Travel Agency,NEW ZEALAND,10,0,36,No
Travel Agency,INDIA,36,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",10,0,36,No
Travel Agency,HONG KONG,11,0,36,No
Travel Agency,MALAYSIA,10,0,25,No
Travel Agency,SINGAPORE,63,0,36,No
Travel Agency,CHINA,45,0,36,No
Travel Agency,NEPAL,28,0,36,No
Travel Agency,CAMBODIA,23,0,36,No
Travel Agency,SINGAPORE,22,0,36,No
Travel Agency,CHINA,28,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",25,0,36,No
Travel Agency,CHINA,19,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",35,0,36,No
Travel Agency,UNITED STATES,16,0,42,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,SINGAPORE,10,0,31,No
Travel Agency,MALAYSIA,10,0,45,No
Travel Agency,INDONESIA,10,0,45,No
Travel Agency,VIET NAM,10,0,36,No
Travel Agency,CAMBODIA,14,0,36,No
Travel Agency,PHILIPPINES,30,0,36,No
Travel Agency,UNITED STATES,80,0,64,No
Travel Agency,THAILAND,10,0,67,No
Travel Agency,JAPAN,35,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",21,0,36,No
Travel Agency,INDONESIA,43,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,UNITED STATES,19,0,36,No
Travel Agency,THAILAND,15,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,INDONESIA,11,0,37,No
Travel Agency,CHINA,62,0,36,No
Travel Agency,UNITED KINGDOM,60,0,36,No
